movie_id,title,genres,directors,actors,overview
101529,The Brass Teapot,Comedy|Thriller|Fantasy,Ramaa Mosley,Alexis Bledel|Juno Temple|Billy Magnussen|Michael Angarano|Alia Shawkat,"When a couple discovers that a brass teapot makes them money whenever they hurt themselves, they must come to terms with how far they are willing to go."
101531,Phil Spector,Drama,David Mamet,Al Pacino|Jeffrey Tambor|Chiwetel Ejiofor|Rebecca Pidgeon|Helen Mirren,A drama centered on the relationship between Phil Spector and defense attorney Linda Kenney Baden while the music business legend was on trial for the murder of Lana Clarkson.
101577,The Host,Adventure|Action|Romance,Andrew Niccol,Diane Kruger|Saoirse Ronan|William Hurt|Jake Abel|Max Irons,"A parasitic alien soul is injected into the body of Melanie Stryder. Instead of carrying out her race's mission of taking over the Earth, ""Wanda"" (as she comes to be called) forms a bond with her host and sets out to aid other free humans."
101612,Admission,Comedy|Romance,Paul Weitz,Ann Harada|Tina Fey|Dan Levy|Maggie Keenan-Bolger|Ben Levin,"Straitlaced Princeton University admissions officer Portia Nathan is caught off-guard when she makes a recruiting visit to an alternative high school overseen by her former classmate, the freewheeling John Pressman. Pressman has surmised that Jeremiah, his gifted yet very unconventional student, might well be the son that Portia secretly gave up for adoption many years ago."
101739,Evil Dead,Horror,Fede Álvarez,Elizabeth Blackmore|Jessica Lucas|Lou Taylor Pucci|Jane Levy|Shiloh Fernandez,"Mia, a drug addict, is determined to kick the habit. To that end, she asks her brother, David, his girlfriend, Natalie and their friends Olivia and Eric to accompany her to their family's remote forest cabin to help her through withdrawal. Eric finds a mysterious Book of the Dead at the cabin and reads aloud from it, awakening an ancient demon. All hell breaks loose when the malevolent entity possesses Mia."
101741,Trance,Thriller|Crime,Danny Boyle,Rosario Dawson|James McAvoy|Vincent Cassel|Danny Sapani|Matt Cross,A violent gang enlists the help of a hypnotherapist in an attempt to locate a painting which somehow vanished in the middle of a heist.
101765,A Perfect Plan,Comedy|Adventure|Romance,Pascal Chaumeil,Robert Plagnol|Dany Boon|Jonathan Cohen|Diane Kruger|Alice Pol,"Successful woman in love tries to break her family curse of every first marriage ending in divorce, by dashing to the altar with a random stranger before marrying her boyfriend."
101864,Oblivion,Adventure|Action|Sci-Fi,Joseph Kosinski,Tom Cruise|Morgan Freeman|Olga Kurylenko|Nikolaj Coster-Waldau|Andrea Riseborough,"Jack Harper is one of the last few drone repairmen stationed on Earth. Part of a massive operation to extract vital resources after decades of war with a terrifying threat known as the Scavs, Jack’s mission is nearly complete. His existence is brought crashing down when he rescues a beautiful  stranger from a downed spacecraft. Her arrival triggers a chain of events that  forces him to question everything he knows and puts the fate of humanity in his hands."
101884,Dark Tide,Adventure|Thriller|Drama,John Stockwell,Sizwe Msutu|Thoko Ntshinga|Halle Berry|Mark Elderkin|Olivier Martinez,"A traumatized shark expert must battle her own fears to lead a thrill-seeking businessman on a dive into a dangerous section of water known as ""Shark Alley."""
101895,42,Drama,Brian Helgeland,Chadwick Boseman|Christopher Meloni|Nicole Beharie|Ryan Merriman|Harrison Ford,"In 1946, Branch Rickey, owner of the Brooklyn Dodgers, took a stand against Major League Baseball's infamous color line when he signed Jackie Robinson  to the team. The deal put both men in the crosshairs of the public, the press and even other players. Facing unabashed racism from every side, Robinson was forced to demonstrate tremendous courage and let his talent on the field wins over fans and his teammates – silencing his critics and forever changing the world by changing the game of baseball."
101962,Wolf Children,Animation|Fantasy,Mamoru Hosoda,Aoi Miyazaki|Momoka Ohno|Yukito Nishii|Haru Kuroki|Takao Osawa,"After her werewolf lover unexpectedly dies in an accident, a woman must find a way to raise the son and daughter that she had with him. However, their inheritance of their father's traits prove to be a challenge for her."
101973,Disconnect,Thriller|Drama,Henry Alex Rubin,Michael Nyqvist|Paula Patton|Frank Grillo|Jason Bateman|Hope Davis,"A hard-working lawyer, attached to his cell phone, can't find the time to communicate with his family. An estranged couple uses the internet as a means to escape from their lifeless marriage. A widowed ex-cop struggles to raise a mischievous son who cyber-bullies a classmate. An ambitious journalist sees a career-making story in a teen that performs on an adult-only site. They are strangers, neighbors and colleagues and their stories collide as ordinary people struggling to connect in today's wired world."
102007,The Invincible Iron Man,Animation,Frank Paur|Patrick Archibald|Jay Oliva,Fred Tatasciore|Marc Worden|Elisa Gabrielli|John McCook|Gwendoline Yeo,"When a cocky industrialist's efforts to raise an ancient Chinese temple leads him to be seriously wounded and captured by enemy forces, he must use his ideas for a revolutionary power armor in order to fight back as a superhero."
102025,"Yongary, Monster from the Deep",Horror|Children|Sci-Fi,Kim Kee-duk,Lee Soon-jae|Oh Yeong-il|Lee Kwang-ho|Nam Jeong-im|Cho Kyoung-min,"Earthquakes in central Korea turn out to be the work of Yongary, a prehistoric gasoline-eating reptile that soon goes on a rampage through Seoul."
102033,Pain & Gain,Comedy|Action|Crime,Michael Bay,Anthony Mackie|Dwayne Johnson|Tony Shalhoub|Ed Harris|Mark Wahlberg,"Daniel Lugo, manager of the Sun Gym in 1990s Miami, decides that there is only one way to achieve his version of the American dream: extortion. To achieve his goal, he recruits musclemen Paul and Adrian as accomplices. After several failed attempts, they abduct rich businessman Victor Kershaw and convince him to sign over all his assets to them. But when Kershaw makes it out alive, authorities are reluctant to believe his story."
102058,Hulk vs. Wolverine,Animation,Frank Paur,Fred Tatasciore|Tom Kane|Steve Blum|Nolan North|Bryce Johnson,"Department H sends in Wolverine to track down a mysterious beast known by the US Military as the Hulk, who is rampaging across the Canadian wilderness. Surveying the extent of the damage to a destroyed town, Wolverine notices a toxic scent as well as the smell of gunpowder. He is then deployed to the wilderness to resume tracking the creature."
102066,Resolution,Thriller|Horror,Aaron Moorhead|Justin Benson,Peter Cilella|Emily Montague|Bill Oberst Jr.|Zahn McClarnon|Vinny Curran,"A man imprisons his estranged junkie friend in an isolated cabin in the boonies of San Diego to force him through a week of sobriety, but the events of that week are being mysteriously manipulated."
102070,Grabbers,Comedy|Horror|Sci-Fi,Jon Wright,Bronagh Gallagher|Richard Coyle|David Pearse|Russell Tovey|Ruth Bradley,"Something sinister has come to the shores of Erin Island, unbeknownst to the quaint population of this sleepy fishing village resting somewhere off Ireland’s coast. First, some fishermen go missing. Then there is the rash of whale carcasses suddenly washing up on the beach. When the murders start, it’s up to two mismatched cops – an irresponsible alcoholic and his new partner, a by-the-book woman from the mainland – to protect the townsfolk from the giant, bloodsucking, tentacled aliens that prey upon them. Their only weapon, they discover, is booze. If they want to survive the creatures’ onslaught, everyone will have to get very, very drunk!"
102084,Justice League: Doom,Animation|Action|Fantasy,Lauren Montgomery,Kevin Conroy|Carl Lumbly|Susan Eisenberg|Michael Rosenbaum|Tim Daly,"An adaptation of Mark Waid's ""Tower of Babel"" story from the JLA comic. Vandal Savage steals confidential files Batman has compiled on the members of the Justice League, and learns all their weaknesses."
102088,The Grandmaster,Action|Drama,Wong Kar-Wai,Zhang Ziyi|Zhao Benshan|Xiao Shenyang|Tony Leung Chiu-wai|Chang Chen,"Ip Man's peaceful life in Foshan changes after Gong Yutian seeks an heir for his family in Southern China. Ip Man then meets Gong Er who challenges him for the sake of regaining her family's honor. After the Second Sino-Japanese War, Ip Man moves to Hong Kong and struggles to provide for his family. In the mean time, Gong Er chooses the path of vengeance after her father was killed by Ma San."
102123,This Is the End,Comedy|Action,Evan Goldberg|Seth Rogen,James Franco|Seth Rogen|Jonah Hill|Danny McBride|Jay Baruchel,"While attending a party at James Franco's house, Seth Rogen, Jay Baruchel and many other celebrities are faced with the apocalypse."
102125,Iron Man 3,Thriller|Action|Sci-Fi,Shane Black,Guy Pearce|Robert Downey Jr.|Don Cheadle|Rebecca Hall|Gwyneth Paltrow,"When Tony Stark's world is torn apart by a formidable terrorist called the Mandarin, he starts an odyssey of rebuilding and retribution."
102165,The English Teacher,Comedy|Drama,Craig Zisk,Greg Kinnear|Fiona Shaw|Julianne Moore|Lily Collins|Michael Angarano,"Small-town Pennsylvania schoolteacher Linda Sinclair balances her staid home life with an incredible passion for her subject. Then a former star pupil reenters her life after failing as a playwright in New York City. Seeing in his script the inspiration that she has always longed to instill in her students, this dyed-in-the-wool romantic enlists the help of long-suffering drama teacher Carl to mount the work as the high school’s next and riskiest production."
102194,Mud,Adventure|Crime|Drama,Jeff Nichols,Sam Shepard|Matthew McConaughey|Jacob Lofland|Reese Witherspoon|Tye Sheridan,Two teenage boys find a fugitive hiding out on an island in the Mississippi River and help him reunite with his lover and escape an avenging family and their armed posse.
102217,Bill Hicks: Revelations,Comedy,Chris Bould,Bill Hicks,"Bill Hicks in the height of his genius. Recorded at the Dominion Theatre in London, Hicks opens our eyes and minds to the hypocrisy and ludicrousness of the world around us."
102278,Pawn,Thriller|Crime,David A. Armstrong,Nikki Reed|Michael Chiklis|Ray Liotta|Forest Whitaker|Sean Faris,A petty robbery spirals into a tense hostage situation after three gunmen hold up a diner that's a front for the mob.
102338,Shaolin Temple,Adventure|Action|Drama,Chang Cheh,Chi Kuan-Chun|David Chiang Da-Wei|Ti Lung|Wai Wang|Alexander Fu Sheng,"There is no place more hallowed in the martial art world than China's Shaolin Temple. This special place deserves a special epic, which is what the martial arts maestro delivers in this battle between a brave brand of Chinese boxers and literally thousands of Qing troops - complete with betrayals, intrigues, and such novel fighting machines as 108 wooden robots. The conflicts grow in complexity, intensity and even suspense as monks struggle to stay alive in the face of overwhelming odds."
102378,Syrup,Comedy|Drama,Aram Rappaport,Kellan Lutz|Amber Heard|Josh Pais|Shiloh Fernandez|Brittany Snow,"A slacker hatches a million-dollar idea. But, in order to see it through, he has to learn to trust his attractive corporate counterpart. Based on Max Barry's novel."
102407,The Great Gatsby,Drama,Baz Luhrmann,Tobey Maguire|Elizabeth Debicki|Carey Mulligan|Leonardo DiCaprio|Joel Edgerton,"An adaptation of F. Scott Fitzgerald's Long Island-set novel, where Midwesterner Nick Carraway is lured into the lavish world of his neighbor, Jay Gatsby. Soon enough, however, Carraway will see through the cracks of Gatsby's nouveau riche existence, where obsession, madness, and tragedy await."
102445,Star Trek Into Darkness,Adventure|Action|Sci-Fi,J.J. Abrams,Benedict Cumberbatch|Chris Pine|Zachary Quinto|Karl Urban|Zoe Saldaña,"When the crew of the Enterprise is called back home, they find an unstoppable force of terror from within their own organization has detonated the fleet and everything it stands for, leaving our world in a state of crisis.  With a personal score to settle, Captain Kirk leads a manhunt to a war-zone world to capture a one man weapon of mass destruction. As our heroes are propelled into an epic chess game of life and death, love will be challenged, friendships will be torn apart, and sacrifices must be made for the only family Kirk has left: his crew."
102481,The Internship,Comedy,Shawn Levy,Vince Vaughn|Aasif Mandvi|Max Minghella|Owen Wilson|Rose Byrne,Two recently laid-off men in their 40s try to make it as interns at a successful Internet company where their managers are in their 20s.
102590,Darkon,Documentary|Fantasy,Andrew Neel|Luke Meyer,Daniel McArthur|Kenyon Wells|Skip Lipman|James Iddings|Rebecca Thurmond,"Darkon is an award-winning feature-length documentary film that follows the real-life adventures of the Darkon Wargaming Club in Baltimore, Maryland, a group of fantasy live-action role-playing (LARP) gamers."
102602,Mimino,Comedy,Georgiy Daneliya,Evgeni Leonov|Vakhtang Kikabidze|Frunzik Mkrtchyan|Elena Proklova|Marina Dyuzheva,"Georgian bush pilot Valentin (Valiko) Mizandari  a.k.a. Mimino works at small local airlines, flying helicopters between small villages. But he dreams of piloting large international airlines aircrafts, so he goes to Moscow for refresher courses. There in a hotel he meets truck driver Robik who is given a place in that hotel by mistake, and they have a lot of adventures in Moscow. Always amicable and open to people, Mimino does not feel at home in the big city. Nevertheless, he becomes a pilot of a supersonic jet liner, the Tupolev Tu-144, flying all over the world. But feeling homesick, he finally comes back to his native town of Telavi in Georgia, to his family and friends."
102666,Ivan Vasilyevich Changes His Profession,Comedy|Adventure,Leonid Gaidai,Yuriy Yakovlev|Leonid Kuravlyov|Vladimir Etush|Aleksandr Demyanenko|Mikhail Pugovkin,"A scientist builds a time machine and accidentally sends his apartment complex manager and a petty burglar to 16th century Moscow, while Tsar Ivan the Terrible travels to 1973."
102684,Only God Forgives,Thriller|Drama,Nicolas Winding Refn,Rhatha Phongam|Vithaya Pansringarm|Kristin Scott Thomas|Ryan Gosling|Gordon Brown,"Julian, who runs a Thai boxing club as a front organization for his family's drug smuggling operation, is forced by his mother Crystal to find and kill the individual responsible for his brother's recent death."
102686,The Hangover Part III,Comedy,Todd Phillips,Ed Helms|Bradley Cooper|Ken Jeong|Zach Galifianakis|Justin Bartha,"This time, there's no wedding. No bachelor party. What could go wrong, right? But when the Wolfpack hits the road, all bets are off."
102716,Fast & Furious 6,Thriller|Action|Crime,Justin Lin,Vin Diesel|Dwayne Johnson|Michelle Rodriguez|Paul Walker|Jordana Brewster,"Hobbs has Dominic and Brian reassemble their crew to take down a team of mercenaries; Dominic unexpectedly gets sidetracked with facing his presumed deceased girlfriend, Letty."
102720,Epic,Adventure|Animation|Fantasy,Chris Wedge,Jason Sudeikis|Amanda Seyfried|Christoph Waltz|Josh Hutcherson|Colin Farrell,A teenager finds herself transported to a deep forest setting where a battle between the forces of good and the forces of evil is taking place. She bands together with a rag-tag group characters in order to save their world—and ours.
102735,Captain America,Action|Drama,Rod Holcomb,Reb Brown|Heather Menzies|Len Birman|Robin Mattson|Joseph Ruskin,"Artist Steve Rogers is nearly murdered by spies, seeking his late father's national secrets. He is saved during surgery via a secret formula; this serum not only heals him but also gives him fantastic strength and lightning reflexes.  To help solve the mystery behind his father’s murder and bring those guilty to justice, a government agency equips him with a special motorcycle loaded with gadgets and an indestructible shield. Now armed, he battles against the nation's enemies as the Sentinel of Liberty, Captain America."
102747,The Rink,Comedy,Charlie Chaplin,James T. Kelley|Charlie Chaplin|Edna Purviance|Eric Campbell|Lloyd Bacon,"After amusements working in a restaurant, a waiter uses his lunch break to go roller skating."
102749,Captain America II: Death Too Soon,Action|Crime,Ivan Nagy,Reb Brown|Connie Sellecca|Katherine Justice|Len Birman|Christopher Lee,Crimefighting Captain America rights more wrongs by doing battle with a fanatical terrorist who uses his deadly drug that causes accelerated aging to finance his world revolution.
102760,Down Terrace,Comedy|Crime|Drama,Ben Wheatley,Kerry Peacock|Robert Hill|David Schaal|Julia Deakin|Robin Hill,"After serving jail time for a mysterious crime, Bill and Karl get out of jail and become preoccupied with figuring out who turned them in to the police. On top of that, the ""family business"" is on the rocks, and the motley crew of criminals who operate out of Down Terrace aren't feeling terribly trusting of one another. It might look like an ordinary house, but at Down Terrace, the walls are closing in.."
102800,Frances Ha,Comedy|Drama,Noah Baumbach,Michael Zegen|Greta Gerwig|Adam Driver|Charlotte d'Amboise|Mickey Sumner,"An aspiring dancer moves to New York City and becomes caught up in a whirlwind of flighty fair-weather friends, diminishing fortunes and career setbacks."
102802,The Lords of Salem,Thriller|Horror,Rob Zombie,Meg Foster|Judy Geeson|Jeff Daniel Phillips|Bruce Davison|Sheri Moon Zombie,"Heidi, a radio DJ, is sent a box containing a record - a ""gift from the Lords"". The sounds within the grooves trigger flashbacks of her town's violent past. Is Heidi going mad, or are the Lords back to take revenge on Salem, Massachusetts?"
102819,Behind the Candelabra,Drama,Steven Soderbergh,Dan Aykroyd|Scott Bakula|Rob Lowe|Matt Damon|Michael Douglas,"Based on the autobiographical novel, the tempestuous 6-year relationship between Liberace and his (much younger) lover, Scott Thorson, is recounted."
102823,"As I Was Moving Ahead, Occasionally I Saw Brief Glimpses of Beauty",Documentary,Jonas Mekas,Hollis Frampton|Stan Brakhage|Robert Breer|Jane Wodening|Jonas Mekas,"A compilation of over 30 years of private home movie footage shot by Lithuanian-American avant-garde director Jonas Mekas, assembled by Mekas ""purely by chance"", without concern for chronological order."
102852,With Great Power: The Stan Lee Story,Documentary,Terry Dougas|Will Hess|Nikki Frakes,Kenneth Branagh|Sean Astin|Joan Lee|Stan Lee|Nicolas Cage,"At 89 years old, Stan Lee's name appears on more than one BILLION comics in 75 countries in 25 languages. Arguably the most recognized name in comics, Stan Lee has co-created over 500 legendary pop culture characters including Spider-Man, Fantastic Four, X-Men, Iron Man, Thor and The Hulk. Stan continues to create new material and entertain fans of all ages with fantastic stories and characters in all areas of entertainment.  With Great Power: the Stan Lee Story, explores the vivid life and imagination of Stan Lee, from the early days of his Depression-era upbringing through the Marvel Age of Comics and beyond! The film uncovers original transcripts, illustrations, photographs and stories of Lee's fascinating journey from his early years at Timely Comics and World War Two, the comic book industry's censorship battle of the 1950's led by Dr. Fredric Wertham, the dawn of Marvel Comics and the legendary characters Stan co-created, to his current company POW! Entertainment."
102880,After Earth,Adventure|Action|Sci-Fi,M. Night Shyamalan,Will Smith|Jaden Smith|Glenn Morshower|Zoë Kravitz|Sophie Okonedo,"One thousand years after cataclysmic events forced humanity's escape from Earth, Nova Prime has become mankind's new home. Legendary General Cypher Raige returns from an extended tour of duty to his estranged family, ready to be a father to his 13-year-old son, Kitai. When an asteroid storm damages Cypher and Kitai's craft, they crash-land on a now unfamiliar and dangerous Earth. As his father lies dying in the cockpit, Kitai must trek across the hostile terrain to recover their rescue beacon. His whole life, Kitai has wanted nothing more than to be a soldier like his father. Today, he gets his chance."
102903,Now You See Me,Thriller|Crime|Mystery,Louis Leterrier,Jesse Eisenberg|Mark Ruffalo|Woody Harrelson|Dave Franco|Isla Fisher,An FBI agent and an Interpol detective track a team of illusionists who pull off bank heists during their performances and reward their audiences with the money.
102984,Redd Inc.,Thriller|Horror,Daniel Krige,Nicholas Hope|James Mackay|Sam Reid|Kelly Paterniti|Alan Dukes,"Six captive office workers are literally chained to their desks by a demented, escaped serial killer; former regional manager Thomas Reddmann. He assigns his 'human resources' the impossible task of proving his innocence or suffering gruesome consequences."
102993,The Way Way Back,Comedy|Drama,Jim Rash|Nat Faxon,Sam Rockwell|AnnaSophia Robb|Liam James|Toni Collette|Steve Carell,"Shy 14-year-old Duncan goes on summer vacation with his mother, her overbearing boyfriend, and her boyfriend's daughter. Having a rough time fitting in, Duncan finds an unexpected friend in Owen, manager of the Water Wizz water park."
103027,Much Ado About Nothing,Comedy|Romance|Drama,Joss Whedon,Nathan Fillion|Reed Diamond|Amy Acker|Alexis Denisof|Clark Gregg,A modern retelling of Shakespeare's classic comedy about two pairs of lovers with different takes on romance and a way with words.
103042,Man of Steel,Adventure|Action|Sci-Fi|Fantasy,Zack Snyder,Henry Cavill|Amy Adams|Russell Crowe|Kevin Costner|Michael Shannon,"A young boy learns that he has extraordinary powers and is not of this earth. As a young man, he journeys to discover where he came from and what he was sent here to do. But the hero in him must emerge if he is to save the world from annihilation and become the symbol of hope for all mankind."
103048,The Kings of Summer,Comedy,Jordan Vogt-Roberts,Erin Moriarty|Moisés Arias|Nick Offerman|Gabriel Basso|Nick Robinson,"Joe Toy, on the verge of adolescence, finds himself increasingly frustrated by his single father, Frank's attempts to manage his life. Declaring his freedom once and for all, he escapes to a clearing in the woods with his best friend, Patrick, and a strange kid named Biaggio. He announces that they are going to build a house there, free from responsibility and parents. Once their makeshift abode is finished, the three young men find themselves masters of their own destiny, alone in the woods."
103075,The Purge,Thriller|Horror|Crime,James DeMonaco,Adelaide Kane|Lena Headey|Edwin Hodge|Ethan Hawke|Max Burkholder,"Given the country's overcrowded prisons, the U.S. government begins to allow 12-hour periods of time in which all illegal activity is legal. During one of these free-for-alls, a family must protect themselves from a home invasion."
103085,Rapture-Palooza,Comedy|Fantasy,Paul Middleditch,Rob Corddry|John Francis Daley|Ken Jeong|Anna Kendrick|Craig Robinson,Two teens battle their way through a religious apocalypse on a mission to defeat the Antichrist.
103107,20 Feet from Stardom,Documentary,Morgan Neville,Merry Clayton|Lisa Fischer|Judith Hill|Claudia Lennear|Darlene Love,"Backup singers live in a world that lies just beyond the spotlight. Their voices bring harmony to the biggest bands in popular music, but we've had no idea who these singers are or what lives they lead, until now."
103137,The Bling Ring,Crime|Drama,Sofia Coppola,Claire Julien|Katie Chang|Taissa Farmiga|Israel Broussard|Emma Watson,"Inspired by actual events, a group of fame-obsessed teenagers use the Internet to track celebrities' whereabouts in order to rob their homes."
103141,Monsters University,Comedy|Adventure|Animation,Dan Scanlon,Peter Sohn|Billy Crystal|John Goodman|Helen Mirren|Steve Buscemi,A look at the relationship between Mike and Sulley during their days at Monsters University — when they weren't necessarily the best of friends.
103171,Break Up Man,Comedy,Matthias Schweighöfer|Torsten Künstler,Nadja Uhl|Heiner Lauterbach|Matthias Schweighöfer|Milan Peschel|Anna Bederke,"BREAK UP MAN is an odd couple road movie and tells the story of Henri, who works for a break up agency in Berlin and on behalf of those who want to separate themselves from their future “ex”-partners. To complete his most important mission he is confronted with an unwanted partner, Toto, who spoils more or less everything and makes Henri’s life a nightmare."
103210,Fullmetal Alchemist: The Sacred Star of Milos,Adventure|Animation|Action,Kazuya Murata,Maaya Sakamoto|Toshiyuki Morikawa|Rie Kugimiya|Romi Park|Sakiko Tamagawa,"A fugitive alchemist with mysterious abilities leads the Elric brothers to a distant valley of slums inhabited by the Milos, a proud people struggling against bureaucratic exploitation. Ed and Al quickly find themselves in the middle of a rising rebellion, as the exiled Milos lash out against their oppressors. At the heart of the conflict is Julia, a young alchemist befriended by Alphonse. She'll stop at nothing to restore the Milos to their former glory – even if that means harnessing the awful power of the mythical Philosopher's Stone."
103219,Maniac,Thriller|Horror,Franck Khalfoun,Elijah Wood|Jan Broberg Felt|America Olivo|Nora Arnezeder|Zoe Aggeliki,"As he helps a young artist with her upcoming exhibition, the owner of a mannequin shop's deadly, suppressed desires come to the surface."
103221,Not Suitable For Children,Comedy|Romance,Peter Templeman,Bojana Novaković|Sarah Snook|Ryan Corr|Ryan Kwanten|Laura Brent,A young playboy who learns he has one month until he becomes infertile sets out to procreate as much as possible.
103228,Pacific Rim,Adventure|Action|Sci-Fi,Guillermo del Toro,Charlie Hunnam|Idris Elba|Max Martini|Rinko Kikuchi|Clifton Collins Jr.,"Using massive piloted robots to combat the alien threat, earth's survivors take the fight to the invading alien force lurking in the depths of the Pacific Ocean. Nearly defenseless in the face of the relentless enemy, the forces of mankind have no choice but to turn to two unlikely heroes who now stand as earth's final hope against the mounting apocalypse."
103233,LEGO Batman: The Movie - DC Super Heroes Unite,Adventure|Animation|Action,Jon Burton,Clancy Brown|Troy Baker|Charlie Schlatter|Christopher Corey Smith|Travis Willingham,"Joker teams up with Lex Luthor to destroy the world one brick at a time. It's up to Batman, Superman and the rest of the Justice League to stop them."
103235,The Best Offer,Thriller,Giuseppe Tornatore,Geoffrey Rush|Donald Sutherland|Sylvia Hoeks|Jim Sturgess|Maximilian Dirr,"Virgil Oldman is a world renowned antiques expert and auctioneer. An eccentric genius, he leads a solitary life, going to extreme lengths to keep his distance from the messiness of human relationships. When appointed by the beautiful but emotionally damaged Claire to oversee the valuation and sale of her family’s priceless art collection, Virgil allows himself to form an attachment to her – and soon he is engulfed by a passion which will rock his bland existence to the core."
103245,Adam and Eve,Comedy|Romance|Drama,Jeff Kanew,Chad Lindberg|Cameron Douglas|Jake Hoffman|Brian Klugman|Emmanuelle Chriqui,"Adam is a typical college-aged guy... which is to say he wants sex 24 hours a day. But when he meets - and falls for - Eve, a scorchingly hot coed who's still very attached to her virginity, the waiting game is on! While his college buddies score left and right, and campus hotties make tempting passes, Adam ponders an explosive question: Will Eve say ""It's the right time""... before he completely goes out of his mind?"
103249,World War Z,Action|Horror|Drama,Marc Forster,Mireille Enos|Brad Pitt|Ludi Boeken|Daniella Kertesz|James Badge Dale,"Life for former United Nations investigator Gerry Lane and his family seems content. Suddenly, the world is plagued by a mysterious infection turning whole human populations into rampaging mindless zombies. After barely escaping the chaos, Lane is persuaded to go on a mission to investigate this disease. What follows is a perilous trek around the world where Lane must brave horrific dangers and long odds to find answers before human civilization falls."
103253,Elysium,Action|Drama|Sci-Fi,Neill Blomkamp,Sharlto Copley|Diego Luna|Wagner Moura|Jodie Foster|Matt Damon,"In the year 2159, two classes of people exist: the very wealthy who live on a pristine man-made space station called Elysium, and the rest, who live on an overpopulated, ruined Earth. Secretary Rhodes, a hard line government ofﬁcial, will stop at nothing to enforce anti-immigration laws and preserve the luxurious lifestyle of the citizens of Elysium. That doesn’t stop the people of Earth from trying to get in, by any means they can. When unlucky Max is backed into a corner, he agrees to take on a daunting mission that, if successful, will not only save his life, but could bring equality to these polarized worlds."
103335,Despicable Me 2,Comedy|Animation|Children,Pierre Coffin|Chris Renaud,Miranda Cosgrove|Steve Carell|Kristen Wiig|Dana Gaier|Benjamin Bratt,Gru is recruited by the Anti-Villain League to help deal with a powerful new super criminal.
103339,White House Down,Thriller|Action|Drama,Roland Emmerich,Jason Clarke|Channing Tatum|Richard Jenkins|Maggie Gyllenhaal|Jamie Foxx,"Capitol Policeman John Cale has just been denied his dream job with the Secret Service protecting President James Sawyer. Not wanting to let down his little girl with the news, he takes her on a tour of the White House, when the complex is overtaken by a heavily armed paramilitary group. Now, with the nation's government falling into chaos and time running out, it's up to Cale to save the president, his daughter, and the country."
103341,The World's End,Comedy|Action|Sci-Fi,Edgar Wright,Simon Pegg|Martin Freeman|Eddie Marsan|Paddy Considine|Nick Frost,Five friends who reunite in an attempt to top their epic pub crawl from 20 years earlier unwittingly become humankind's only hope for survival.
103366,Hummingbird,Thriller|Action|Crime,Steven Knight,Ger Ryan|Jason Statham|Agata Buzek|Vicky McClure|Benedict Wong,"Homeless and on the run from a military court martial, a damaged ex-special forces soldier navigating London's criminal underworld seizes an opportunity to assume another man's identity, transforming into an avenging angel in the process."
103372,The Heat,Comedy|Action|Crime,Paul Feig,Melissa McCarthy|Sandra Bullock|Marlon Wayans|Michael Rapaport|Demián Bichir,"Uptight and straight-laced, FBI Special Agent Sarah Ashburn is a methodical investigator with a reputation for excellence--and hyper-arrogance. Shannon Mullins, one of Boston P.D.'s ""finest,"" is foul-mouthed and has a very short fuse, and uses her gut instinct and street smarts to catch the most elusive criminals. Neither has ever had a partner, or a friend for that matter. When these two wildly incompatible law officers join forces to bring down a ruthless drug lord, they become the last thing anyone expected: buddies."
103384,The Lone Ranger,Adventure|Action|Western,Gore Verbinski,Armie Hammer|Tom Wilkinson|Helena Bonham Carter|Johnny Depp|William Fichtner,"The Texas Rangers chase down a gang of outlaws led by Butch Cavendish, but the gang ambushes the Rangers, seemingly killing them all. One survivor is found, however, by an American Indian named Tonto, who nurses him back to health. The Ranger, donning a mask and riding a white stallion named Silver, teams up with Tonto to bring the unscrupulous gang and others of that ilk to justice."
103449,Passion,Thriller|Crime|Drama|Mystery,Brian De Palma,Dominic Raacke|Karoline Herfurth|Paul Anderson|Rachel McAdams|Noomi Rapace,The rivalry between the manipulative boss of an advertising agency and her talented protégée escalates from stealing credit to public humiliation to murder.
103483,V/H/S/2,Thriller|Horror,Adam Wingard|Timo Tjahjanto|Simon Barrett|Gareth Evans|Jason Eisener|Eduardo Sánchez|Gregg Hale,Lawrence Michael Levine|Simon Barrett|Kelsy Abbott|Mindy Robinson|L.C. Holt,"Inside a darkened house looms a column of TVs littered with VHS tapes, a pagan shrine to forgotten analog gods. The screens crackle and pop endlessly with monochrome vistas of static white noise permeating the brain and fogging concentration. But you must fight the urge to relax: this is no mere movie night. Those obsolete spools contain more than just magnetic tape. They are imprinted with the very soul of evil."
103502,The Knot,Comedy|Romance,Jesse Lawrence,Noel Clarke|Jason Maza|Talulah Riley|Matthew McNulty|Mena Suvari,A couple endures a series of mishaps right before their wedding day.
103539,The Spectacular Now,Comedy|Romance|Drama,James Ponsoldt,Miles Teller|Kaitlyn Dever|Shailene Woodley|Brie Larson|Masam Holden,"Sutter, a popular party animal, unexpectedly meets the introverted Aimee after waking up on a stranger's lawn. As Sutter deals with the problems in his life and Aimee plans for her future beyond school, an unexpected romance blossoms between them."
